Código del Set,Nombre del Set,Año de Lanzamiento,PVP,Precio como Nuevo,Precio como Usado,Valoración de Usuarios
8033,8033:  General Grievous' Starfighter,1 Jan 2009 - 31 Dec 2010 (1y 11m 28d),$3.99,~€7.57,~€3.28,✭✭✭✭✩ 3.4 60 ratings 7 reviews
8036,8036:  Separatist Shuttle,1 Jun 2009 - 31 Dec 2010 (1y 6m 30d),$29.99 | More,~€123.57,~€47.85,✭✭✭✭✩ 3.9 363 ratings 24 reviews
8037,8037:  Anakin's Y-wing Starfighter,1 Jun 2009 - 31 Dec 2010 (1y 6m 30d),$59.99 | More,~€212.45,~€104.18,✭✭✭✭✩ 4.2 225 ratings 24 reviews
8038,8038:  The Battle of Endor,1 Jun 2009 - 31 Dec 2011 (2y 6m 29d),$99.99 | More,~€300.15,~€147.74,✭✭✭✭✭ 4.4 435 ratings 38 reviews
8039,8039:  Venator-class Republic Attack Cruiser,1 Jun 2009 - 31 Dec 2011 (2y 6m 29d),$119.99 | More,~€508.03,~€238.14,✭✭✭✭✩ 4.2 291 ratings 20 reviews
8083,8083:  Rebel Trooper Battle Pack,1 Jan 2010 - 31 Dec 2011 (1y 11m 28d),$11.99 | More,~€23.66,~€12.21,✭✭✭✭✩ 3.7 768 ratings 47 reviews
8084,8084:  Snowtrooper Battle Pack,1 Jan 2010 - 31 Dec 2011 (1y 11m 28d),$11.99 | More,~€28.62,~€12.40,✭✭✭✭✩ 3.8 803 ratings 40 reviews
8085,8085:  Freeco Speeder,1 Jan 2010 - 31 Dec 2011 (1y 11m 28d),$24.99 | More,~€48.68,~€18.54,✭✭✭✭✩ 3.5 383 ratings 28 reviews
8086,8086:  Droid Tri-Fighter,1 Jan 2010 - 31 Dec 2011 (1y 11m 28d),$24.99 | More,~€83.85,~€30.72,✭✭✭✭✩ 3.7 335 ratings 16 reviews
8087,8087:  TIE Defender,1 Jan 2010 - 31 Jul 2011 (1y 6m 28d),$49.99 | More,~€153.83,~€75.00,✭✭✭✭✩ 3.8 189 ratings 20 reviews
8088,8088:  ARC-170 Starfighter,1 Feb 2010 - 31 Dec 2011 (1y 10m 28d),$59.99 | More,~€258.74,~€128.26,✭✭✭✭✭ 4.3 402 ratings 39 reviews
8089,8089:  Hoth Wampa Cave,1 Jun 2010 - 31 Dec 2011 (1y 6m 30d),$39.99 | More,~€99.92,~€60.91,✭✭✭✭✩ 3.9 496 ratings 36 reviews
8091,8091:  Republic Swamp Speeder,1 Jan 2010 - 31 Dec 2011 (1y 11m 28d),$29.99 | More,~€67.76,~€31.69,✭✭✭✭✩ 3.8 221 ratings 26 reviews
8092,8092:  Luke's Landspeeder,1 Jan 2010 - 31 Dec 2012 (2y 11m 29d),$24.99 | More,~€40.85,~€20.13,✭✭✭✭✩ 3.9 583 ratings 45 reviews
8093,8093:  Plo Koon's Jedi Starfighter,1 Jun 2010 - 31 Dec 2011 (1y 6m 30d),$24.99 | More,~€151.14,~€46.69,✭✭✭✭✩ 4.0 445 ratings 18 reviews
8095,8095:  General Grievous' Starfighter,1 Jun 2010 - 31 Jul 2012 (2y 1m 30d),$49.99 | More,~€127.80,~€51.95,✭✭✭✭✩ 4.1 431 ratings 20 reviews
8096,8096:  Emperor Palpatine's Shuttle,1 Jun 2010 - 31 Dec 2011 (1y 6m 30d),$59.99 | More,~€164.89,~€56.96,✭✭✭✭✩ 3.9 295 ratings 22 reviews
8097,8097:  Slave I,1 Jun 2010 - 31 Dec 2011 (1y 6m 30d),$79.99 | More,~€134.56,~€79.40,✭✭✭✭✭ 4.3 394 ratings 29 reviews
8098,8098:  Clone Turbo Tank,1 Jun 2010 - 31 Jul 2012 (2y 1m 30d),$119.99 | More,~€349.65,~€181.32,✭✭✭✭✭ 4.4 301 ratings 15 reviews
8099,8099:  Midi-scale Imperial Star Destroyer,1 Aug 2010 - 31 Dec 2010 (4m 30d),$39.99 | More,~€115.76,~€43.54,✭✭✭✭✩ 4.0 138 ratings 10 reviews Brickset review
8128,8128:  Cad Bane's Speeder,1 Aug 2010 - 31 Dec 2011 (1y 4m 30d),$49.99 | More,~€112.28,~€88.42,✭✭✭✭✩ 3.9 189 ratings 20 reviews
8129,8129:  AT-AT Walker,1 Aug 2010 - 31 Dec 2011 (1y 4m 30d),$109.99 | More,~€198.74,~€97.63,✭✭✭✭✭ 4.3 170 ratings 9 reviews
9488,9488:  Elite Clone Trooper & Commando Droid Battle Pack,1 Jan 2012 - 31 Dec 2013 (1y 11m 29d),$12.99 | More,~€98.91,~€51.78,✭✭✭✭✩ 4.0 735 ratings 24 reviews
9489,9489:  Endor Rebel Trooper & Imperial Trooper Battle Pack,1 Jan 2012 - 31 Dec 2013 (1y 11m 29d),$12.99 | More,~€36.14,~€18.29,✭✭✭✭✩ 3.8 587 ratings 14 reviews Brickset review
9490,9490:  Droid Escape,1 Jan 2012 - 31 Dec 2013 (1y 11m 29d),$19.99 | More,~€34.57,~€24.20,✭✭✭✭✩ 3.7 563 ratings 13 reviews Brickset review
9491,9491:  Geonosian Cannon,1 Jan 2012 - 31 Dec 2013 (1y 11m 29d),$19.99 | More,~€57.94,~€34.97,✭✭✭✭✩ 3.7 520 ratings 8 reviews Brickset review
9492,9492:  TIE Fighter,1 Jan 2012 - 31 Dec 2013 (1y 11m 29d),$54.99 | More,~€79.59,~€38.82,✭✭✭✭✩ 4.1 463 ratings 20 reviews Brickset review
9493,9493:  X-wing Starfighter,1 Jan 2012 - 31 Dec 2014 (2y 11m 29d),$59.99 | More,~€76.28,~€39.19,✭✭✭✭✩ 4.2 607 ratings 19 reviews Brickset review
9494,9494:  Anakin's Jedi Interceptor,1 Jan 2012 - 31 Dec 2013 (1y 11m 29d),$39.99 | More,~€112.21,~€57.06,✭✭✭✭✩ 4.1 377 ratings 9 reviews Brickset review
9495,9495:  Gold Leader's Y-wing Starfighter,1 Jan 2012 - 31 Dec 2013 (1y 11m 29d),$49.99 | More,~€91.02,~€53.71,✭✭✭✭✩ 4.1 233 ratings 9 reviews
9496,9496:  Desert Skiff,1 Jun 2012 - 28 Feb 2014 (1y 8m 28d),$24.99 | More,~€60.41,~€30.18,✭✭✭✭✩ 4.0 685 ratings 26 reviews Brickset review
9497,9497:  Republic Striker-class Starfighter,1 Jun 2012 - 31 Dec 2013 (1y 6m 30d),$44.99 | More,~€140.69,~€68.64,✭✭✭✭✩ 4.0 290 ratings 11 reviews Brickset review
9498,9498:  Saesee Tiin's Jedi Starfighter,1 Jun 2012 - 31 Dec 2013 (1y 6m 30d),$29.99 | More,~€102.26,~€56.61,✭✭✭✭✩ 3.8 388 ratings 7 reviews Brickset review
9499,9499:  Gungan Sub,1 Jun 2012 - 31 Dec 2013 (1y 6m 30d),$69.99 | More,~€340.40,~€149.76,✭✭✭✭✩ 4.0 233 ratings 1 review Brickset review
9500,9500:  Sith Fury-class Interceptor,1 Jun 2012 - 31 Dec 2013 (1y 6m 30d),$89.99 | More,~€342.61,~€202.28,✭✭✭✭✭ 4.3 336 ratings 13 reviews Brickset review
9509,9509:  LEGO Star Wars Advent Calendar,1 Sep 2012 - 31 Dec 2012 (3m 29d),$49.99 | More,~€46.56,~€27.63,✭✭✭✭✩ 3.7 229 ratings 2 reviews
9515,9515:  The Malevolence,1 Jun 2012 - 31 Dec 2013 (1y 6m 30d),$119.99 | More,~€343.96,~€150.61,✭✭✭✭✩ 4.1 264 ratings 10 reviews
9516,9516:  Jabba's Palace,1 Jun 2012 - 31 Dec 2013 (1y 6m 30d),$119.99 | More,~€301.88,~€261.83,✭✭✭✭✭ 4.4 543 ratings 14 reviews Brickset review
9525,9525:  Pre Vizsla's Mandalorian Fighter,1 Aug 2012 - 31 Dec 2013 (1y 4m 30d),$49.99 | More,~€259.79,~€147.01,✭✭✭✭✩ 4.1 245 ratings 3 reviews
9526,9526:  Palpatine's Arrest,1 Aug 2012 - 31 Dec 2013 (1y 4m 30d),$89.99 | More,~€448.31,~€316.60,✭✭✭✭✭ 4.4 243 ratings 4 reviews Brickset review
9674,9674:  Naboo Starfighter & Naboo,1 Jan 2012 - 31 Dec 2012 (11m 30d),$9.99 | More,~€18.10,~€8.25,✭✭✭✭✩ 3.5 306 ratings 8 reviews
9675,9675:  Sebulba's Podracer & Tatooine,1 Jan 2012 - 31 Dec 2012 (11m 30d),$9.99 | More,~€28.27,~€14.18,✭✭✭✭✩ 3.5 328 ratings 8 reviews
9676,9676:  TIE Interceptor & Death Star,1 Jan 2012 - 31 Dec 2012 (11m 30d),$9.99 | More,~€31.49,~€19.66,✭✭✭✭✩ 3.7 379 ratings 13 reviews
9677,9677:  X-wing Starfighter & Yavin 4,1 Jun 2012 - 31 Jul 2013 (1y 1m 29d),$9.99 | More,~€19.85,~€11.76,✭✭✭✭✩ 3.6 251 ratings 6 reviews Brickset review
9678,9678:  Twin-Pod Cloud Car & Bespin,1 Jun 2012 - 31 Jul 2013 (1y 1m 29d),$9.99 | More,~€13.64,~€8.79,✭✭✭✭✩ 3.6 294 ratings 11 reviews Brickset review
9679,9679:  AT-ST & Endor,1 Jun 2012 - 31 Jul 2013 (1y 1m 29d),$9.99 | More,~€22.91,~€10.79,✭✭✭✭✩ 3.6 303 ratings 8 reviews Brickset review
10018,10018:  Darth Maul,29 Oct 2001 - 31 Oct 2002 (1y 1d),$149.99,~€2591.34,~€599.34,✭✭✭✭✩ 4.1 44 ratings 4 reviews
10019,10019:  Rebel Blockade Runner,5 Nov 2001 - 31 Dec 2003 (2y 1m 25d),$200.00,~€1394.74,~€706.73,✭✭✭✭✭ 4.3 81 ratings 13 reviews
10026,10026:  Special Edition Naboo Starfighter,1 Oct 2002 - 31 Dec 2002 (2m 30d),$39.99,~€2143.52,~€352.05,✭✭✭✭✩ 4.0 81 ratings 6 reviews Brickset review
10030,10030:  Imperial Star Destroyer,6 Dec 2002 - 31 Dec 2007 (5y 24d),$269.99 | More,~€1194.45,~€594.04,✭✭✭✭✭ 4.5 187 ratings 35 reviews
10123,10123:  Cloud City,1 Oct 2003 - 31 Mar 2005 (1y 5m 29d),$100.00,~€8624.98,~€1921.19,✭✭✭✭✭ 4.4 95 ratings 15 reviews
10129,10129:  Rebel Snowspeeder,29 Sep 2003 - 31 Jul 2005 (1y 10m 1d),$130.00,~€899.90,~€320.07,✭✭✭✭✩ 4.0 44 ratings 6 reviews
10131,10131:  TIE Fighter Collection,1 Aug 2004 - 31 Jul 2006 (1y 11m 28d),$70.00,~€231.93,~€149.04,✭✭✭✭✩ 4.0 58 ratings 9 reviews
10134,10134:  Y-wing Attack Starfighter,1 Oct 2004 - 31 Jul 2006 (1y 9m 28d),$120.00,~€796.04,~€278.94,✭✭✭✭✭ 4.3 73 ratings 10 reviews
10143,10143:  Death Star II,1 Sep 2005 - 31 Dec 2007 (2y 3m 29d),$269.99 | More,~€2328.46,~€770.42,✭✭✭✭✭ 4.4 89 ratings 6 reviews
10144,10144:  Sandcrawler,15 Jun 2005 - 31 Dec 2008 (3y 6m 16d),$139.99 | More,~€395.94,~€228.40,✭✭✭✭✭ 4.4 130 ratings 22 reviews
10174,10174:  Imperial AT-ST,1 Jul 2006 - 31 Dec 2008 (2y 6m),$79.99 | More,~€536.65,~€200.32,✭✭✭✭✭ 4.4 174 ratings 12 reviews
10175,10175:  Vader's TIE Advanced,1 Oct 2006 - 31 Dec 2008 (2y 3m),$99.99 | More,~€881.34,~€511.20,✭✭✭✭✭ 4.3 92 ratings 8 reviews
10178,10178:  Motorized Walking AT-AT,1 Oct 2007 - 31 Dec 2010 (3y 2m 30d),$129.99 | More,~€459.16,~€183.44,✭✭✭✭✭ 4.4 189 ratings 27 reviews
10179,10179:  Ultimate Collector's Millennium Falcon,1 Oct 2007 - 31 Dec 2009 (2y 3m),$499.99 | More,~€1954.58,~€756.67,✭✭✭✭✭ 4.6 228 ratings 14 reviews
10186,10186:  General Grievous,1 May 2008 - 31 Dec 2008 (8m),$89.99 | More,~€347.90,~€272.08,✭✭✭✭✩ 4.2 67 ratings 8 reviews
10188,10188:  Death Star,1 Sep 2008 - 31 Dec 2010 (2y 3m 29d),"$399.99, €419.99 | More",~€640.76,~€455.60,✭✭✭✭✭ 4.5 634 ratings 30 reviews
10195,10195:  Republic Dropship with AT-OT,1 May 2009 - 31 Dec 2011 (2y 8m),$249.99 | More,~€1258.15,~€727.80,✭✭✭✭✭ 4.4 179 ratings 20 reviews
10198,10198:  Tantive IV,1 Sep 2009 - 31 Dec 2011 (2y 3m 29d),$149.99 | More,~€317.65,~€149.02,✭✭✭✭✭ 4.3 177 ratings 13 reviews
10212,10212:  Imperial Shuttle,1 Sep 2010 - 31 Dec 2012 (2y 3m 30d),$259.99 | More,~€886.81,~€571.61,✭✭✭✭✭ 4.5 298 ratings 18 reviews
10215,10215:  Obi-Wan's Jedi Starfighter,1 Nov 2010 - 31 Dec 2011 (1y 1m 29d),$99.99 | More,~€355.30,~€195.60,✭✭✭✭✩ 4.1 152 ratings 5 reviews Brickset review
10221,10221:  Super Star Destroyer,1 Sep 2011 - 31 Dec 2014 (3y 3m 29d),$399.99 | More,~€1039.75,~€698.95,✭✭✭✭✭ 4.4 310 ratings 10 reviews
10225,10225:  R2-D2,1 May 2012 - 31 Dec 2014 (2y 8m),$179.99 | More,~€180.55,~€131.42,✭✭✭✭✭ 4.4 353 ratings 10 reviews
10227,10227:  B-wing Starfighter,1 Oct 2012 - 31 Dec 2013 (1y 2m 29d),$199.99 | More,~€460.82,~€344.07,✭✭✭✭✩ 4.2 213 ratings 5 reviews Brickset review
10236,10236:  Ewok Village,1 Sep 2013 - 31 Dec 2016 (3y 3m 29d),"$249.99, €249.99 | More",~€468.67,~€420.19,✭✭✭✭✭ 4.5 684 ratings 5 reviews Brickset review
10240,10240:  Red Five X-wing Starfighter,1 Jun 2013 - 31 Dec 2015 (2y 6m 29d),"$199.99, €199.99 | More",~€249.97,~€134.19,✭✭✭✭✭ 4.4 441 ratings 6 reviews Brickset review
11905,11905:  Brickmaster Star Wars: Battle for the Stolen Crystals parts,Año no disponible,PVP no disponible,~€24.44,~€19.34,✭✭✭✭✩ 3.5 29 ratings 1 review
11912,11912:  LEGO Star Wars: Build Your Own Adventure parts,Año no disponible,PVP no disponible,~€13.69,~€7.98,✭✭✭✭✩ 3.6 36 ratings 1 review
11920,11920:  Star Wars: Build Your Own Adventure Galactic Missions parts,Año no disponible,PVP no disponible,~€13.91,Precio usado no disponible,1 review
20006,20006:  Clone Turbo Tank,Año no disponible,PVP no disponible,~€185.41,~€11.57,✭✭✭✭✩ 3.6 31 ratings 4 reviews
20007,20007:  Republic Attack Cruiser,Año no disponible,PVP no disponible,~€38.12,~€19.47,✭✭✭✭✩ 3.9 38 ratings 6 reviews
20009,20009:  AT-TE Walker,Año no disponible,PVP no disponible,~€42.70,~€15.55,✭✭✭✭✩ 3.8 46 ratings 3 reviews
20010,20010:  Republic Gunship,1 Nov 2009 - 31 Dec 2010 (1y 1m 29d),PVP no disponible,~€29.13,~€16.44,✭✭✭✭✩ 4.0 40 ratings 3 reviews
20016,20016:  Imperial Shuttle,Año no disponible,PVP no disponible,~€10.13,~€5.84,✭✭✭✭✩ 3.6 44 ratings 2 reviews
20018,20018:  AT-AT Walker,Año no disponible,PVP no disponible,~€39.08,~€12.62,✭✭✭✭✩ 3.6 33 ratings 1 review
20019,20019:  Slave I,Año no disponible,PVP no disponible,~€18.96,~€15.53,✭✭✭✭✩ 3.9 45 ratings 6 reviews
20021,20021:  Bounty Hunter Assault Gunship,Año no disponible,PVP no disponible,~€16.45,~€6.49,✭✭✭✭✩ 3.7 21 ratings
30004,30004:  Battle Droid on STAP,Año no disponible,PVP no disponible,~€15.85,~€10.72,✭✭✭✭✩ 3.5 75 ratings 5 reviews
30005,30005:  Imperial Speeder Bike,Año no disponible,$3.99,~€12.92,~€9.14,✭✭✭✭✩ 3.7 114 ratings 9 reviews
30006,30006:  Clone Walker,Año no disponible,PVP no disponible,~€28.07,~€9.28,✭✭✭✭✩ 3.8 74 ratings 10 reviews
30050,30050:  Republic Attack Shuttle,1 Jan 2010 - 31 Dec 2010 (11m 29d),$3.49,~€12.91,~€3.97,✭✭✭✭✩ 3.6 41 ratings 4 reviews
30051,30051:  Mini X-wing,1 Jan 2010 - 31 Dec 2011 (1y 11m 28d),$3.49,~€5.60,~€5.33,✭✭✭✭✩ 3.8 106 ratings 7 reviews
30052,30052:  AAT,Año no disponible,$3.99,~€25.48,~€6.18,✭✭✭✭✩ 3.4 27 ratings 1 review
30053,30053:  Republic Attack Cruiser,Año no disponible,$3.99,~€7.94,~€4.17,✭✭✭✭✩ 3.5 147 ratings 7 reviews
30054,30054:  AT-ST,Año no disponible,PVP no disponible,~€7.41,~€3.80,✭✭✭✭✩ 3.7 52 ratings 3 reviews
30055,30055:  Vulture Droid,1 Jan 2011 - 31 Dec 2011 (11m 29d),PVP no disponible,~€5.10,~€3.10,✭✭✭✭✩ 3.5 60 ratings 2 reviews
30056,30056:  Star Destroyer,Año no disponible,PVP no disponible,~€7.86,~€2.67,✭✭✭✭✩ 3.6 101 ratings 4 reviews
30057,30057:  Anakin's Podracer,Año no disponible,$4.99,~€16.19,~€5.57,✭✭✭✭✩ 3.6 46 ratings 3 reviews
30058,30058:  STAP,Año no disponible,PVP no disponible,~€18.48,~€7.35,✭✭✭✭✩ 4.0 46 ratings 3 reviews
30059,30059:  MTT,Año no disponible,$3.97,~€8.91,~€4.48,✭✭✭✭✩ 3.6 27 ratings 2 reviews
30240,30240:  Z-95 Headhunter,1 Jan 2013 - 31 Dec 2013 (11m 29d),$4.99,~€6.61,~€2.20,✭✭✭✭✩ 3.4 89 ratings 1 review
30241,30241:  Mandalorian Fighter,1 Jan 2013 - 31 Dec 2013 (11m 29d),$4.99,~€13.87,~€2.78,✭✭✭✭✩ 3.5 47 ratings 1 review
30242,30242:  Republic Frigate,1 Jan 2013 - 31 Dec 2013 (11m 29d),$4.99 | More,~€15.96,~€6.74,✭✭✭✭✩ 3.9 65 ratings 1 review
30243,30243:  Umbaran MHC,1 Jan 2013 - 31 Dec 2013 (11m 29d),PVP no disponible,~€7.15,~€3.61,✭✭✭✭✩ 3.6 54 ratings 2 reviews
30244,30244:  Anakin's Jedi Interceptor,1 Jan 2014 - 31 Dec 2014 (11m 29d),$4.49,~€9.97,~€6.03,✭✭✭✭✩ 3.7 106 ratings 2 reviews
30246,30246:  Imperial Shuttle,1 Jan 2014 - 31 Dec 2014 (11m 29d),$3.99,~€6.24,~€5.10,✭✭✭✭✩ 3.4 129 ratings 3 reviews
30247,30247:  ARC-170 Starfighter,1 Jan 2014 - 31 Dec 2014 (11m 29d),$3.99,~€6.04,~€3.23,✭✭✭✭✩ 3.9 88 ratings 2 reviews
30272,30272:  A-wing Starfighter,1 Jan 2015 - 31 Dec 2015 (11m 29d),PVP no disponible,~€7.06,~€2.42,✭✭✭✭✩ 3.5 94 ratings 2 reviews
30274,30274:  AT-DP,1 Jan 2015 - 31 Dec 2015 (11m 29d),PVP no disponible,~€5.81,~€2.37,✭✭✭✭✩ 3.6 180 ratings 5 reviews
30275,30275:  TIE Advanced Prototype,1 Jan 2015 - 31 Dec 2015 (11m 29d),PVP no disponible,~€5.36,~€2.12,✭✭✭✭✩ 3.3 199 ratings 6 reviews
30276,30276:  First Order Special Forces TIE Fighter,4 Sep 2015 - 31 Dec 2015 (3m 26d),$3.99,~€6.59,~€3.45,✭✭✭✭✩ 3.6 213 ratings 5 reviews
30277,30277:  First Order Star Destroyer,1 Jan 2016 - 31 Dec 2016 (11m 30d),PVP no disponible,~€7.01,~€3.05,✭✭✭✭✩ 3.7 125 ratings 4 reviews Brickset review
30278,30278:  Poe's X-wing Fighter,1 Jan 2016 - 31 Dec 2016 (11m 30d),"$3.99, €4.99",~€6.14,~€3.33,✭✭✭✭✩ 3.5 303 ratings 4 reviews
30279,30279:  Kylo Ren's Command Shuttle,1 Jan 2016 - 31 Dec 2016 (11m 30d),PVP no disponible,~€4.83,~€1.82,✭✭✭✩✩ 3.2 217 ratings 3 reviews Brickset review
30380,30380:  Kylo Ren's Shuttle,1 Jan 2018 - 31 Dec 2018 (11m 29d),PVP no disponible,~€5.07,~€1.86,✭✭✭✭✩ 3.4 192 ratings 5 reviews Brickset review
30381,30381:  Imperial TIE Fighter,20 Apr 2018 - 31 Dec 2019 (1y 8m 11d),PVP no disponible,~€5.58,~€2.99,✭✭✭✭✩ 3.6 130 ratings 3 reviews Brickset review
30383,30383:  Naboo Starfighter,1 Apr 2019 - 31 Dec 2020 (1y 9m),PVP no disponible,~€6.38,~€2.79,✭✭✭✭✩ 3.8 205 ratings 4 reviews Brickset review
30384,30384:  Snowspeeder,1 Apr 2019 - 31 Dec 2020 (1y 9m),PVP no disponible,~€5.31,~€3.11,✭✭✭✭✩ 3.8 250 ratings 4 reviews Brickset review
30386,30386:  Poe Dameron's X-wing Fighter,1 Jan 2020 - 31 Dec 2020 (11m 30d),"$4.99, €3.99 | More",~€6.78,~€3.62,✭✭✭✭✩ 3.7 149 ratings 2 reviews Brickset review
30388,30388:  Imperial Shuttle,1 Jan 2021 - 31 Dec 2021 (11m 29d),PVP no disponible,~€6.10,~€3.40,✭✭✭✭✩ 3.6 120 ratings 1 review Brickset review
30461,30461:  Podracer,1 Apr 2019 - 31 Aug 2019 (4m 30d),PVP no disponible,~€6.39,~€3.35,✭✭✭✭✩ 3.4 197 ratings 3 reviews Brickset review
30495,30495:  AT-ST,1 Jan 2022 - 31 Dec 2022 (11m 29d),PVP no disponible,~€4.43,~€2.89,✭✭✭✩✩ 3.2 264 ratings 2 reviews Brickset review
30496,30496:  U-wing Fighter,1 Jan 2017 - 31 Dec 2018 (1y 11m 28d),$3.99,~€6.07,~€1.00,✭✭✭✭✩ 3.6 227 ratings 2 reviews Brickset review
30497,30497:  First Order Heavy Assault Walker,1 Sep 2017 - 31 Dec 2018 (1y 3m 29d),PVP no disponible,~€5.71,~€2.89,✭✭✭✭✩ 3.6 311 ratings 3 reviews Brickset review
30498,30498:  Imperial AT-Hauler,1 Aug 2018 - 31 Dec 2019 (1y 4m 30d),PVP no disponible,~€5.93,~€2.26,✭✭✭✩✩ 3.1 81 ratings 2 reviews
30602,30602:  First Order Stormtrooper,Año no disponible,PVP no disponible,~€10.39,~€6.45,✭✭✭✭✩ 3.5 220 ratings 1 review Brickset review
30605,30605:  Finn (FN-2187),Año no disponible,PVP no disponible,~€7.00,~€2.78,✭✭✭✭✩ 3.7 233 ratings 2 reviews Brickset review
30611,30611:  R2-D2,1 Jan 2017 - 31 Dec 2017 (11m 29d),PVP no disponible,~€21.33,~€16.75,✭✭✭✭✩ 4.0 446 ratings 3 reviews Brickset review
30624,30624:  Obi-Wan Kenobi - Collectable Minifigure,1 Dec 2019 - 31 Dec 2019 (30d),$3.99 | More,~€10.04,~€8.12,✭✭✭✭✩ 4.0 363 ratings 2 reviews
30625,30625:  Luke Skywalker with Blue Milk,Año no disponible,PVP no disponible,~€29.91,~€23.34,✭✭✭✭✩ 4.2 137 ratings 1 review Brickset review
30654,30654:  X-wing Starfighter,1 Jan 2023 - 31 Dec 2023 (11m 29d),$4.99,~€4.27,~€3.11,✭✭✭✭✩ 3.7 296 ratings 5 reviews Brickset review
30680,30680:  AAT,1 Jan 2024 - 31 Dec 2024 (11m 30d),$4.99,~€3.61,~€1.23,✭✭✭✭✩ 3.7 190 ratings 1 review Brickset review
30685,30685:  TIE Interceptor,1 May 2024 - 31 Dec 2024 (8m),PVP no disponible,~€4.52,Precio usado no disponible,✭✭✭✭✩ 3.8 45 ratings
30708,30708:  Millennium Falcon,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
40176,40176:  Scarif Stormtrooper,1 Jul 2017 - 31 Dec 2017 (6m),PVP no disponible,~€29.13,~€22.65,✭✭✭✭✩ 4.0 347 ratings 2 reviews Brickset review
40268,40268:  R3-M2,1 Jan 2017 - 31 Dec 2017 (11m 29d),PVP no disponible,~€8.64,~€6.17,✭✭✭✭✩ 3.9 384 ratings 6 reviews Brickset review
40288,40288:  BB-8,15 Apr 2018 - 31 Dec 2018 (8m 16d),PVP no disponible,~€15.37,~€8.89,✭✭✭✭✩ 3.7 291 ratings 2 reviews Brickset review
40298,40298:  DJ,1 Jan 2018 - 31 Dec 2018 (11m 29d),PVP no disponible,~€6.11,~€4.37,✭✭✭✭✩ 3.4 286 ratings 4 reviews Brickset review
40299,40299:  Kessel Mine Worker,1 Jun 2018 - 31 Dec 2018 (6m 30d),PVP no disponible,~€18.24,~€13.59,✭✭✭✭✩ 3.7 157 ratings 2 reviews Brickset review
40300,40300:  Han Solo Mudtrooper,1 Jun 2018 - 31 Dec 2018 (6m 30d),PVP no disponible,~€16.08,~€10.12,✭✭✭✭✩ 4.0 259 ratings 1 review Brickset review
40333,40333:  Battle of Hoth - 20th Anniversary Edition,1 May 2019 - 31 Dec 2019 (8m),PVP no disponible,~€36.70,~€24.63,✭✭✭✭✩ 4.1 348 ratings 1 review Brickset review
40362,40362:  Battle of Endor,4 Oct 2019 - 31 Dec 2019 (2m 27d),PVP no disponible,~€39.03,~€26.90,✭✭✭✭✩ 4.1 247 ratings Brickset review
40407,40407:  Death Star II Battle,1 May 2020 - 31 Dec 2020 (8m),PVP no disponible,~€22.13,~€15.57,✭✭✭✭✩ 3.5 260 ratings 5 reviews Brickset review
40451,40451:  Tatooine Homestead,1 May 2021 - 31 Dec 2021 (8m),"$16.99, €16.99",~€22.18,~€13.18,✭✭✭✭✩ 3.9 205 ratings 2 reviews Brickset review
40483,40483:  Luke Skywalker's Lightsaber,26 Nov 2021 - 31 Dec 2021 (1m 4d),PVP no disponible,~€117.51,~€91.07,✭✭✭✭✩ 3.6 60 ratings Brickset review
40531,40531:  Lars Family Homestead Kitchen,1 May 2022 - 31 Dec 2022 (8m),PVP no disponible,~€31.57,~€21.57,✭✭✭✭✩ 4.0 257 ratings 1 review Brickset review
40557,40557:  Defense of Hoth,1 Jan 2022 - 31 Dec 2022 (11m 29d),"$14.99, €14.99 | More",~€16.18,~€10.68,✭✭✭✭✩ 3.8 329 ratings 2 reviews Brickset review
40558,40558:  Clone Trooper Command Station,1 Jan 2022 - 31 Dec 2022 (11m 29d),"$14.99, €14.99 | More",~€23.83,~€17.63,✭✭✭✭✩ 4.0 364 ratings 3 reviews Brickset review
40591,40591:  Death Star II,1 May 2023 - 31 Dec 2023 (8m),PVP no disponible,~€46.31,~€32.35,✭✭✭✭✩ 4.0 227 ratings 3 reviews Brickset review
40658,40658:  Millennium Falcon Holiday Diorama,1 Oct 2023 - 31 Dec 2023 (2m 30d),"$29.99, €29.99 | More",~€28.87,~€16.69,✭✭✭✭✩ 4.0 159 ratings 1 review Brickset review
40686,40686:  Trade Federation Troop Carrier,1 May 2024 - 31 May 2024 (30d),PVP no disponible,~€37.21,~€23.19,✭✭✭✭✩ 4.1 186 ratings 2 reviews Brickset review
40730,40730:  Luke Skywalker's Lightsaber,Año no disponible,PVP no disponible,~€114.83,Precio usado no disponible,Brickset review
40755,40755:  Imperial Dropship vs. Rebel Scout Speeder,1 Oct 2024 - {t.b.a},"$39.99, €39.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.2 19 ratings 1 review Brickset review
65081,65081:  R2-D2 / C-3PO Droid Collectors Set,Año no disponible,$40.00,~€185.55,~€16.70,2 reviews
65145,65145:  X-wing Fighter / TIE Fighter & Y-wing Collectors Set,Año no disponible,PVP no disponible,~€392.02,Precio usado no disponible,
65153,65153:  Jango Fett's Slave I with Bonus Cargo Case,Año no disponible,$50.00,~€1925.32,~€510.25,1 review
65707,65707:  Bonus/Value Pack,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
