Código del Set,Nombre del Set,Año de Lanzamiento,PVP,Precio como Nuevo,Precio como Usado,Valoración de Usuarios
Código no disponible,Mini Captain Marvel Ship,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Phoenix (SDCC 2012 exclusive),Año no disponible,PVP no disponible,~€944.81,Precio usado no disponible,
Código no disponible,Spider-Man in Black Symbiote Costume,Año no disponible,PVP no disponible,~€1580.86,~€232.50,
Código no disponible,Spider-Woman,Año no disponible,PVP no disponible,~€4074.96,Precio usado no disponible,
Código no disponible,Spider-Man,Año no disponible,PVP no disponible,~€8140.34,Precio usado no disponible,
Código no disponible,Rocket Raccoon's Warbird,Año no disponible,$39.99,~€460.29,~€155.70,1 review
Código no disponible,The Collector,Año no disponible,PVP no disponible,~€1129.55,Precio usado no disponible,
Código no disponible,Iron Man Mosaic,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Iron Man & Captain America (2012 Collectors Preview),Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Throne of Ultron,Año no disponible,$39.99,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,All New Captain America (Sam Wilson),Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Steve Rogers Captain America,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Deadpool Duck,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Sheriff Deadpool,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,PS4 Spider-Man,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Classic Suit Miles Morales,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Stormbreaker,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Captain America's Shield,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Spider-Man,Año no disponible,PVP no disponible,Precio nuevo no disponible,~€13.92,
